No errors
No warnings
151 ms
data source=metars
4766 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
PAFS 050401Z AUTO 03004KT 1 1/4SM -SN BR BKN016 OVC023 M08/M09 A2947 RMK AO2 SLP992 P0001 T10781089 FZRANO,PAFS,2023-11-05T04:01:00Z,63.015,-154.367,-7.8,-8.9,30,4,,1.25,29.47,999.2,,TRUE,TRUE,,,,,,-SN BR,BKN,1600,OVC,2300,,,,,IFR,,,,,,0.01,,,,,,METAR,131
CBBC 050401Z AUTO 16017G27KT 9SM FEW025 BKN032 OVC039 11/09 A2933 RMK ICE MISG SLP935 DENSITY ALT 400FT,CBBC,2023-11-05T04:01:00Z,52.181,-128.154,11,9,160,17,27,9,29.33,993.5,,TRUE,,,,,,,,FEW,2500,BKN,3200,OVC,3900,,,VFR,,,,,,,,,,,,SPECI,36
ZYTX 050400Z 03002MPS 5000 -RA SCT040 10/03 Q1019 NOSIG,ZYTX,2023-11-05T04:00:00Z,41.639,123.485,10,3,30,4,,3.11,30.09,,,,,,,,,,-RA,SCT,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,56
ZYTL 050400Z 08005MPS 9999 -SHRA SCT013 BKN033 16/12 Q1013 NOSIG,ZYTL,2023-11-05T04:00:00Z,38.961,121.556,16,12,80,10,,6+,29.91,,,,,,,,,,-SHRA,SCT,1300,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,33
ZYHB 050400Z 06004MPS 9999 SCT046 02/M10 Q1024 NOSIG,ZYHB,2023-11-05T04:00:00Z,45.628,126.259,2,-10,60,8,,6+,30.24,,,,,,,,,,,SCT,4600,,,,,,,VFR,,,,,,,,,,,,METAR,134
ZYCC 050400Z 01002MPS 320V050 2500 FU FEW030 02/M04 Q1021 BECMG TL0530 3000,ZYCC,2023-11-05T04:00:00Z,43.993,125.682,2,-4,10,4,,1.55,30.15,,,,,,,,,,FU,FEW,3000,,,,,,,IFR,,,,,,,,,,,,METAR,211
ZWWW 050400Z VRB01MPS CAVOK 00/M09 Q1027 NOSIG,ZWWW,2023-11-05T04:00:00Z,43.907,87.474,0,-9,VRB,2,,6+,30.32,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,654
ZWSH 050400Z 09005MPS 060V120 8000 NSC 09/M08 Q1029 NOSIG,ZWSH,2023-11-05T04:00:00Z,39.542,76.019,9,-8,90,10,,4.97,30.38,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1374
ZUUU 050400Z 23002MPS 170V290 CAVOK 23/12 Q1017 NOSIG,ZUUU,2023-11-05T04:00:00Z,30.576,103.95,23,12,230,4,,6+,30.03,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,494
ZUTF 050400Z 25002MPS 180V290 CAVOK 23/13 Q1017 NOSIG,ZUTF,2023-11-05T04:00:00Z,30.304,104.436,23,13,250,4,,6+,30.03,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,443
ZUGY 050400Z 32004MPS 290V010 9999 BKN026 23/16 Q1017 NOSIG,ZUGY,2023-11-05T04:00:00Z,26.538,106.801,23,16,320,8,,6+,30.03,,,,,,,,,,,BKN,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,1130
ZUCK 050400Z 28003MPS 210V340 9999 FEW026 BKN050 20/14 Q1017 NOSIG,ZUCK,2023-11-05T04:00:00Z,29.718,106.639,20,14,280,6,,6+,30.03,,,,,,,,,,,FEW,2600,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,416
ZSSS 050400Z 17008MPS 9999 FEW026 28/20 Q1011 NOSIG,ZSSS,2023-11-05T04:00:00Z,31.209,121.337,28,20,170,16,,6+,29.85,,,,,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,2
ZSQD 050400Z 08004MPS 9999 BKN020 19/17 Q1009 NOSIG,ZSQD,2023-11-05T04:00:00Z,36.362,120.087,19,17,80,8,,6+,29.79,,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,2
ZSPD 050400Z 19010MPS 9999 SCT026 28/21 Q1011 NOSIG,ZSPD,2023-11-05T04:00:00Z,31.146,121.8,28,21,190,19,,6+,29.85,,,,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,4
ZSOF 050400Z 27005MPS 1900 SHRA BR FEW007 FEW026CB 18/18 Q1010 BECMG AT0430 -SHRA,ZSOF,2023-11-05T04:00:00Z,31.99,116.965,18,18,270,10,,1.18,29.82,,,,,,,,,,SHRA BR,FEW,700,FEW,2600,,,,,IFR,,,,,,,,,,,,METAR,64
ZSNJ 050400Z 18006MPS 7000 NSC 29/18 Q1007 NOSIG,ZSNJ,2023-11-05T04:00:00Z,31.739,118.863,29,18,180,12,,4.35,29.73,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,27
ZSNB 050400Z 17008MPS 9999 SCT026 29/20 Q1012 NOSIG,ZSNB,2023-11-05T04:00:00Z,29.827,121.462,29,20,170,16,,6+,29.88,,,,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,5
ZSHC 050400Z 19005MPS 160V220 CAVOK 30/18 Q1010 NOSIG,ZSHC,2023-11-05T04:00:00Z,30.229,120.434,30,18,190,10,,6+,29.82,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
ZSFZ 050400Z 09003MPS 060V120 CAVOK 29/21 Q1014 NOSIG,ZSFZ,2023-11-05T04:00:00Z,25.936,119.666,29,21,90,6,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14
ZSAM 050400Z VRB01MPS 9000 NSC 30/21 Q1014 NOSIG,ZSAM,2023-11-05T04:00:00Z,24.546,118.131,30,21,VRB,2,,5.59,29.94,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,13
ZPPP 050400Z 24007MPS CAVOK 20/05 Q1024 NOSIG,ZPPP,2023-11-05T04:00:00Z,25.107,102.934,20,5,240,14,,6+,30.24,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2104
ZMUB 050400Z 17003MPS CAVOK M13/M17 Q1024 NOSIG RMK QFE659.7 67,ZMUB,2023-11-05T04:00:00Z,47.843,106.766,-13,-17,170,6,,6+,30.24,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1300
ZMCK 050400Z 25004MPS 9999 SCT033 M14/M17 Q1023 NOSIG RMK QFE651.2 73 MOP,ZMCK,2023-11-05T04:00:00Z,47.651,106.822,-14,-17,250,8,,6+,30.21,,,,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,1366
ZLXY 050400Z 28006MPS 250V310 9999 SCT050 12/00 Q1025 NOSIG,ZLXY,2023-11-05T04:00:00Z,34.449,108.752,12,0,280,12,,6+,30.27,,,,,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,478
ZLLL 050400Z 13005MPS 9999 SCT010 SCT015 BKN040 M03/M06 Q1029 NOSIG,ZLLL,2023-11-05T04:00:00Z,36.513,103.623,-3,-6,130,10,,6+,30.38,,,,,,,,,,,SCT,1000,SCT,1500,BKN,4000,,,VFR,,,,,,,,,,,,METAR,1939
ZJSY 050400Z 22003MPS 180V250 9999 FEW023 SCT033 30/24 Q1013 NOSIG,ZJSY,2023-11-05T04:00:00Z,18.303,109.412,30,24,220,6,,6+,29.91,,,,,,,,,,,FEW,2300,SCT,3300,,,,,VFR,,,,,,,,,,,,METAR,27
ZJHK 050400Z 05004MPS 9999 BKN023 30/25 Q1013 NOSIG,ZJHK,2023-11-05T04:00:00Z,19.934,110.445,30,25,50,8,,6+,29.91,,,,,,,,,,,BKN,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,21
ZHHH 050400Z VRB03MPS 6000 -SHRA FEW005 SCT014 16/16 Q1012 RESHRA BECMG TL0510 SHRA FEW030CB BKN040,ZHHH,2023-11-05T04:00:00Z,30.783,114.205,16,16,VRB,6,,3.73,29.88,,,,,,,,,,-SHRA,FEW,500,SCT,1400,,,,,MVFR,,,,,,,,,,,,METAR,33
ZHCC 050400Z 32005MPS 9999 OVC030 13/11 Q1015 NOSIG,ZHCC,2023-11-05T04:00:00Z,34.52,113.834,13,11,320,10,,6+,29.97,,,,,,,,,,,OVC,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,149
ZGSZ 050400Z 23003MPS 9999 FEW026 29/22 Q1014 NOSIG,ZGSZ,2023-11-05T04:00:00Z,22.639,113.803,29,22,230,6,,6+,29.94,,,,,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,18
ZGOW 050400Z VRB02MPS CAVOK 29/20 Q1015 BECMG AT0530 18005MPS,ZGOW,2023-11-05T04:00:00Z,23.55,116.505,29,20,VRB,4,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4
ZGNN 050400Z 15004MPS 110V200 9999 BKN020 29/22 Q1014 NOSIG,ZGNN,2023-11-05T04:00:00Z,22.609,108.173,29,22,150,8,,6+,29.94,,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,128
ZGKL 050400Z 18007MPS 9999 BKN040 29/20 Q1013 NOSIG,ZGKL,2023-11-05T04:00:00Z,25.22,110.04,29,20,180,14,,6+,29.91,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,151
ZGHA 050400Z 22004MPS 7000 NSC 26/18 Q1011 NOSIG,ZGHA,2023-11-05T04:00:00Z,28.18,113.219,26,18,220,8,,4.35,29.85,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,61
ZGGG 050400Z 19004MPS 140V220 9999 BKN033 31/21 Q1014 NOSIG,ZGGG,2023-11-05T04:00:00Z,23.392,113.307,31,21,190,8,,6+,29.94,,,,,,,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,11
ZBYN 050400Z 24003MPS 9999 FEW023 OVC033 08/05 Q1018 BECMG TL0530 33008MPS,ZBYN,2023-11-05T04:00:00Z,37.747,112.628,8,5,240,6,,6+,30.06,,,,,,,,,,,FEW,2300,OVC,3300,,,,,VFR,,,,,,,,,,,,METAR,778
ZBTJ 050400Z 01006MPS 6000 -RA BKN010 OVC033 11/09 Q1015 BECMG TL0530 BKN009,ZBTJ,2023-11-05T04:00:00Z,39.124,117.346,11,9,10,12,,3.73,29.97,,,,,,,,,,-RA,BKN,1000,OVC,3300,,,,,MVFR,,,,,,,,,,,,METAR,4
ZBSJ 050400Z 33003MPS 8000 -RA OVC040 12/12 Q1017 NOSIG,ZBSJ,2023-11-05T04:00:00Z,38.281,114.697,12,12,330,6,,4.97,30.03,,,,,,,,,,-RA,OVC,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,70
ZBHH 050400Z VRB02MPS 9999 SCT033 00/M05 Q1021 BECMG TL0530 35008G13MPS,ZBHH,2023-11-05T04:00:00Z,40.854,111.827,0,-5,VRB,4,,6+,30.15,,,,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,1081
ZBAD 050400Z 02005MPS 8000 -RA OVC040 11/09 Q1016 NOSIG,ZBAD,2023-11-05T04:00:00Z,39.501,116.412,11,9,20,10,,4.97,30.00,,,,,,,,,,-RA,OVC,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,25
ZBAA 050400Z VRB01MPS 9999 -RA BKN013 10/09 Q1017 BECMG TL0540 SCT013 BKN040,ZBAA,2023-11-05T04:00:00Z,40.082,116.603,10,9,VRB,2,,6+,30.03,,,,,,,,,,-RA,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,31
YWLM 050400Z AUTO 08009KT 7000 RA SCT046 BKN056 BKN064 17/16 Q1024,YWLM,2023-11-05T04:00:00Z,-32.794,151.836,17,16,80,9,,4.35,30.24,,,TRUE,,,,,,,RA,SCT,4600,BKN,5600,BKN,6400,,,MVFR,,,,,,,,,,,,METAR,7
YSTW 050400Z AUTO 15021KT 9999 // SCT041 BKN050 BKN063 21/12 Q1020,YSTW,2023-11-05T04:00:00Z,-31.084,150.847,21,12,150,21,,6+,30.12,,,TRUE,,,,,,,,SCT,4100,BKN,5000,BKN,6300,,,VFR,,,,,,,,,,,,METAR,404
YSSY 050400Z 12014KT 9999 SCT035 BKN080 19/10 Q1026 RF00.0/001.6,YSSY,2023-11-05T04:00:00Z,-33.946,151.173,19,10,120,14,,6+,30.30,,,,,,,,,,,SCT,3500,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,3
YSRI 050400Z AUTO 27006KT 9999 // SCT025 SCT030 BKN036 16/16 Q1026,YSRI,2023-11-05T04:00:00Z,-33.601,150.777,16,16,270,6,,6+,30.30,,,TRUE,,,,,,,,SCT,2500,SCT,3000,BKN,3600,,,VFR,,,,,,,,,,,,METAR,19
YSNF 050400Z AUTO 16010KT 9999 // NCD 20/14 Q1019 RF00.0////./,YSNF,2023-11-05T04:00:00Z,-29.039,167.941,20,14,160,10,,6+,30.09,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,113
YSDU 050400Z AUTO 02004KT 360V110 9999 // SCT064 28/11 Q1019,YSDU,2023-11-05T04:00:00Z,-32.221,148.575,28,11,20,4,,6+,30.09,,,TRUE,,,,,,,,SCT,6400,,,,,,,VFR,,,,,,,,,,,,METAR,285
YSCB 050400Z AUTO 07015KT 9999 // BKN036 BKN043 BKN051 17/09 Q1026,YSCB,2023-11-05T04:00:00Z,-35.309,149.2,17,9,70,15,,6+,30.30,,,TRUE,,,,,,,,BKN,3600,BKN,4300,BKN,5100,,,VFR,,,,,,,,,,,,METAR,577
YPXM 050400Z AUTO 12013KT 9999 // BKN017 27/22 Q1014 RF00.0/000.0,YPXM,2023-11-05T04:00:00Z,-10.453,105.688,27,22,120,13,,6+,29.94,,,TRUE,,,,,,,,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,262
YPWR 050400Z AUTO 28005KT 170V340 9999 // NCD 31/M03 Q1018 RF00.0/000.0,YPWR,2023-11-05T04:00:00Z,-31.156,136.805,31,-3,280,5,,6+,30.06,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,169
YPTN 050400Z AUTO 14007KT 100V180 9999 // SCT088 39/17 Q1009,YPTN,2023-11-05T04:00:00Z,-14.523,132.383,39,17,140,7,,6+,29.79,,,TRUE,,,,,,,,SCT,8800,,,,,,,VFR,,,,,,,,,,,,METAR,135
YPPH 050400Z 26011KT CAVOK 26/16 Q1014,YPPH,2023-11-05T04:00:00Z,-31.927,115.976,26,16,260,11,,6+,29.94,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16
YPPD 050400Z AUTO 06015KT 9999 // NCD 40/13 Q1010 RF00.0/000.0,YPPD,2023-11-05T04:00:00Z,-20.372,118.632,40,13,60,15,,6+,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
YPLM 050400Z AUTO 11009KT 9999 // NCD 39/11 Q1012 RF00.0/000.0,YPLM,2023-11-05T04:00:00Z,-22.241,114.097,39,11,110,9,,6+,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
YPKU 050400Z AUTO 35006KT 9999 // NCD 38/18 Q1009 RF00.0/000.0,YPKU,2023-11-05T04:00:00Z,-15.781,128.71,38,18,350,6,,6+,29.79,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,42
YPKG 050400Z AUTO 03007KT 9999 // NCD 33/06 Q1015 RF00.0/000.0,YPKG,2023-11-05T04:00:00Z,-30.785,121.453,33,6,30,7,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,372
YPJT 050400Z AUTO 27011KT 250V320 9999 // NCD 25/16 Q1014 RF00.0/000.0,YPJT,2023-11-05T04:00:00Z,-32.101,115.879,25,16,270,11,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29
YPGV 050400Z AUTO 08011KT 9999 // SCT031 BKN038 31/22 Q1011,YPGV,2023-11-05T04:00:00Z,-12.274,136.82,31,22,80,11,,6+,29.85,,,TRUE,,,,,,,,SCT,3100,BKN,3800,,,,,VFR,,,,,,,,,,,,METAR,53
YPEA 050400Z AUTO 25006KT 210V270 9999 // NCD 28/14 Q1013 RF00.0/000.0,YPEA,2023-11-05T04:00:00Z,-31.667,116.019,28,14,250,6,,6+,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38
YPCC 050400Z AUTO 13012KT 9999 // SCT017 SCT026 28/24 Q1014,YPCC,2023-11-05T04:00:00Z,-12.189,96.834,28,24,130,12,,6+,29.94,,,TRUE,,,,,,,,SCT,1700,SCT,2600,,,,,VFR,,,,,,,,,,,,METAR,3
YPAD 050400Z 21014KT 9999 FEW030 SCT350 21/11 Q1021 RF00.0/000.0,YPAD,2023-11-05T04:00:00Z,-34.952,138.52,21,11,210,14,,6+,30.15,,,,,,,,,,,FEW,3000,SCT,35000,,,,,VFR,,,,,,,,,,,,METAR,2
YMML 050400Z 15007KT 100V180 CAVOK 24/09 Q1022 RF00.0/000.0,YMML,2023-11-05T04:00:00Z,-37.666,144.832,24,9,150,7,,6+,30.18,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,115
YMLT 050400Z AUTO 29006KT 240V320 9999 // NCD 18/07 Q1027 RF00.0/000.0,YMLT,2023-11-05T04:00:00Z,-41.544,147.213,18,7,290,6,,6+,30.32,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,167
YMAV 050400Z AUTO 11012KT 9999 // NCD 22/10 Q1023 RF00.0/000.0,YMAV,2023-11-05T04:00:00Z,-38.029,144.478,22,10,110,12,,6+,30.21,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11
YLHI 050400Z AUTO 11009KT 9999 // BKN034 BKN043 OVC060 20/15 Q1022,YLHI,2023-11-05T04:00:00Z,-31.538,159.077,20,15,110,9,,6+,30.18,,,TRUE,,,,,,,,BKN,3400,BKN,4300,OVC,6000,,,VFR,,,,,,,,,,,,METAR,2
YHID 050400Z AUTO 13019KT 9999 // NCD 31/23 Q1010 RF00.0/000.0,YHID,2023-11-05T04:00:00Z,-10.584,142.29,31,23,130,19,,6+,29.82,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
YGLA 050400Z AUTO 06013KT 9999 // NCD 27/18 Q1016 RF00.0/000.2,YGLA,2023-11-05T04:00:00Z,-23.87,151.221,27,18,60,13,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17
YGEL 050400Z AUTO 30012KT 9999 // NCD 24/16 Q1015 RF00.0/000.0,YGEL,2023-11-05T04:00:00Z,-28.805,114.699,24,16,300,12,,6+,29.97,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32
YFRT 050400Z AUTO 09013KT 9999 // NCD 31/04 Q1017 RF00.0/000.0,YFRT,2023-11-05T04:00:00Z,-30.848,128.114,31,4,90,13,,6+,30.03,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,159
YCIN 050400Z AUTO 12010KT 9999 // SCT033 39/12 Q1009 RF00.0/000.0,YCIN,2023-11-05T04:00:00Z,-17.574,123.831,39,12,120,10,,6+,29.79,,,TRUE,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,83
YBWW 050400Z AUTO 36004KT 280V050 9999 // SCT039 SCT051 BKN085 24/13 Q1018,YBWW,2023-11-05T04:00:00Z,-27.558,151.793,24,13,360,4,,6+,30.06,,,TRUE,,,,,,,,SCT,3900,SCT,5100,BKN,8500,,,VFR,,,,,,,,,,,,METAR,460
YBTL 050400Z AUTO 06017KT 9999 // NCD 29/20 Q1013 RF00.0/000.0,YBTL,2023-11-05T04:00:00Z,-19.248,146.766,29,20,60,17,,6+,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
YBSU 050400Z AUTO 05011KT 9999 -SHRA SCT024 SCT039 SCT063 24/18 Q1019,YBSU,2023-11-05T04:00:00Z,-26.603,153.091,24,18,50,11,,6+,30.09,,,TRUE,,,,,,,-SHRA,SCT,2400,SCT,3900,SCT,6300,,,VFR,,,,,,,,,,,,METAR,4
YBRM 050400Z AUTO 07011KT 9999 // NCD 39/16 Q1009 RF00.0/000.0,YBRM,2023-11-05T04:00:00Z,-17.948,122.235,39,16,70,11,,6+,29.79,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11
YBRK 050400Z AUTO 10010KT 9999 // SCT051 SCT063 BKN073 29/17 Q1015,YBRK,2023-11-05T04:00:00Z,-23.375,150.477,29,17,100,10,,6+,29.97,,,TRUE,,,,,,,,SCT,5100,SCT,6300,BKN,7300,,,VFR,,,,,,,,,,,,METAR,10
YBMA 050400Z AUTO 22013KT 160V230 9999 // NCD 37/M05 Q1013 RF00.0/000.0,YBMA,2023-11-05T04:00:00Z,-20.678,139.488,37,-5,220,13,,6+,29.91,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346
YBLN 050400Z AUTO 34010KT 9999 // NCD 24/16 Q1014 RF00.0/000.0,YBLN,2023-11-05T04:00:00Z,-33.688,115.402,24,16,340,10,,6+,29.94,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17
YBHM 050400Z AUTO 10014KT 9999 // SCT030 26/20 Q1014 RF00.0/000.0,YBHM,2023-11-05T04:00:00Z,-20.357,148.949,26,20,100,14,,6+,29.94,,,TRUE,,,,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,4
YBCS 050400Z AUTO 05011KT 9999 // NCD 30/21 Q1012 RF00.0/000.0,YBCS,2023-11-05T04:00:00Z,-16.874,145.745,30,21,50,11,,6+,29.88,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
YBCG 050400Z AUTO 12009KT 9999 -RA BKN015 BKN020 OVC029 19/18 Q1020 RERA,YBCG,2023-11-05T04:00:00Z,-28.168,153.505,19,18,120,9,,6+,30.12,,,TRUE,,,,,,,-RA,BKN,1500,BKN,2000,OVC,2900,,,MVFR,,,,,,,,,,,,SPECI,5
YBAS 050400Z AUTO 11009KT 9999 // NCD 35/M03 Q1017 RF00.0/000.0,YBAS,2023-11-05T04:00:00Z,-23.795,133.889,35,-3,110,9,,6+,30.03,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,549
YAMB 050400Z AUTO 11011KT 9999 // SCT021 SCT030 BKN039 24/19 Q1019,YAMB,2023-11-05T04:00:00Z,-27.63,152.711,24,19,110,11,,6+,30.09,,,TRUE,,,,,,,,SCT,2100,SCT,3000,BKN,3900,,,VFR,,,,,,,,,,,,METAR,26
WSSL 050400Z 18011KT 8000 VCTS FEW016CB SCT017TCU BKN160 28/25 Q1011,WSSL,2023-11-05T04:00:00Z,1.417,103.866,28,25,180,11,,4.97,29.85,,,,,,,,,,VCTS,FEW,1600,SCT,1700,BKN,16000,,,MVFR,,,,,,,,,,,,METAR,11
WSAP 050400Z 20004KT 6000 -TSRA FEW010 FEW014CB FEW015TCU SCT140 25/24 Q1011 RESHRA,WSAP,2023-11-05T04:00:00Z,1.36,103.909,25,24,200,4,,3.73,29.85,,,,,,,,,,-TSRA,FEW,1000,FEW,1400,FEW,1500,SCT,14000,MVFR,,,,,,,,,,,,METAR,20
WMSA 050400Z VRB02KT 9999 FEW018 31/24 Q1012,WMSA,2023-11-05T04:00:00Z,3.13,101.552,31,24,VRB,2,,6+,29.88,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,19
WMKP 050400Z 17004KT 100V230 9999 FEW020 32/25 Q1011 NOSIG,WMKP,2023-11-05T04:00:00Z,5.297,100.277,32,25,170,4,,6+,29.85,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKN 050400Z 01005KT 300V080 9999 SCT018 31/26 Q1011,WMKN,2023-11-05T04:00:00Z,5.383,103.103,31,26,10,5,,6+,29.85,,,,,,,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,12
WMKM 050400Z VRB03KT 9999 FEW017CB SCT020 31/25 Q1012,WMKM,2023-11-05T04:00:00Z,2.263,102.252,31,25,VRB,3,,6+,29.88,,,,,,,,,,,FEW,1700,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,9
WMKL 050400Z 28003KT 190V350 9999 SCT020 31/26 Q1012,WMKL,2023-11-05T04:00:00Z,6.33,99.729,31,26,280,3,,6+,29.88,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4
WMKK 050400Z VRB02KT 9999 SCT018 31/24 Q1011 NOSIG,WMKK,2023-11-05T04:00:00Z,2.747,101.714,31,24,VRB,2,,6+,29.85,,,,,,,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,21
WMKJ 050400Z VRB03KT 9999 FEW018 32/25 Q1010,WMKJ,2023-11-05T04:00:00Z,1.641,103.67,32,25,VRB,3,,6+,29.82,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,38
WMKI 050400Z 00000KT 9999 SCT020 32/26 Q1011,WMKI,2023-11-05T04:00:00Z,4.568,101.092,32,26,0,0,,6+,29.85,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,37
WMKE 050400Z VRB03KT 9999 FEW014CB SCT017 32/25 Q1010 RETS,WMKE,2023-11-05T04:00:00Z,4.537,103.427,32,25,VRB,3,,6+,29.82,,,,,,,,,,,FEW,1400,SCT,1700,,,,,VFR,,,,,,,,,,,,METAR,5
WMKD 050400Z VRB03KT 9999 FEW019 29/25 Q1011 NOSIG,WMKD,2023-11-05T04:00:00Z,3.775,103.209,29,25,VRB,3,,6+,29.85,,,,,,,,,,,FEW,1900,,,,,,,VFR,,,,,,,,,,,,METAR,18
WMKC 050400Z 04004KT 330V100 9999 FEW018 30/26 Q1011,WMKC,2023-11-05T04:00:00Z,6.167,102.293,30,26,40,4,,6+,29.85,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,7
WMKB 050400Z 31006KT 240V020 9000 FEW020 30/25 Q1011 NOSIG,WMKB,2023-11-05T04:00:00Z,5.466,100.391,30,25,310,6,,5.59,29.85,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4
